,id,date_recorded,gps_height,longitude,latitude,basin,public_meeting,scheme_management,construction_year,extraction_type_class,management,payment_type,water_quality,quantity,source,source_class,waterpoint_type,year_recorded,date_recordedMonth,date_recordedElapsed,population_log,age
8894,55771,2011-03-09 00:00:00,318.0,37.63,-6.24012604,Wami / Ruvu,1,VWC,1969.0,submersible,vwc,never pay,soft,insufficient,machine dbh,groundwater,communal standpipe,2011,3,65,0.6931471805599453,42.0
8895,11291,2011-04-02 00:00:00,773.0,35.6,-6.29199625,Internal,1,VWC,2000.0,handpump,vwc,never pay,coloured,dry,shallow well,groundwater,hand pump,2011,4,89,0.6931471805599453,11.0
8896,53452,2012-10-21 00:00:00,1331.1573220896748,32.23,-3.38517159,Lake Tanganyika,1,WUG,2008.0,handpump,wug,unknown,soft,insufficient,shallow well,groundwater,hand pump,2012,10,657,5.017279836814924,4.0
8897,73294,2013-01-31 00:00:00,1346.0,35.3,-3.84608939,Internal,1,VWC,2008.0,handpump,vwc,never pay,soft,insufficient,machine dbh,groundwater,hand pump,2013,1,759,5.262690188904886,5.0
8898,42193,2012-10-17 00:00:00,1225.0,34.21,-1.31125827,Lake Victoria,0,other,2009.0,submersible,private operator,unknown,salty,enough,machine dbh,groundwater,communal standpipe multiple,2012,10,653,7.3783837129967145,3.0
8899,22069,2011-03-29 00:00:00,300.0,36.92,-7.73675397,Rufiji,1,VWC,1972.0,gravity,vwc,never pay,soft,enough,river,surface,communal standpipe,2011,3,85,3.4339872044851463,39.0
8900,32094,2011-07-28 00:00:00,1023.7222222222222,30.53,-2.43340796,Lake Victoria,1,VWC,2002.0,gravity,vwc,never pay,soft,enough,spring,groundwater,communal standpipe,2011,7,206,4.564348191467836,9.0
8901,33954,2011-03-28 00:00:00,337.0,37.55,-6.46344512,Wami / Ruvu,0,VWC,2007.0,submersible,vwc,per bucket,soft,enough,machine dbh,groundwater,communal standpipe,2011,3,84,0.6931471805599453,4.0
8902,65569,2013-01-27 00:00:00,813.0,29.74,-4.87830703,Lake Tanganyika,1,WUG,2009.0,gravity,vwc,monthly,soft,enough,river,surface,communal standpipe multiple,2013,1,755,5.564520407322694,4.0
8903,14971,2013-02-13 00:00:00,1365.0,30.61,-3.59943495,Lake Tanganyika,1,VWC,2006.0,handpump,vwc,unknown,soft,insufficient,shallow well,groundwater,hand pump,2013,2,772,6.2166061010848646,7.0
8904,53392,2012-10-16 00:00:00,1287.4638548041798,32.83,-5.72066843,Lake Tanganyika,0,VWC,1990.0,other,vwc,never pay,soft,dry,shallow well,groundwater,other,2012,10,652,6.419180264150966,22.0
8905,38014,2013-01-18 00:00:00,436.0,38.03,-10.56001291,Ruvuma / Southern Coast,1,VWC,1983.0,other,vwc,never pay,soft,insufficient,hand dtw,groundwater,communal standpipe multiple,2013,1,746,5.739792912179234,30.0
8906,47887,2011-03-25 00:00:00,-7.0,38.99,-6.53849625,Wami / Ruvu,1,Company,2010.0,submersible,private operator,per bucket,soft,enough,river,surface,communal standpipe,2011,3,81,4.110873864173311,1.0
8907,427,2011-03-17 00:00:00,474.0,37.44,-6.91134726,Wami / Ruvu,1,VWC,1977.0,submersible,vwc,never pay,soft,enough,machine dbh,groundwater,communal standpipe,2011,3,73,4.394449154672439,34.0
8908,47187,2011-07-07 00:00:00,810.3142857142857,31.59,-1.22733121,Lake Victoria,1,VWC,2009.0,handpump,vwc,never pay,soft,insufficient,shallow well,groundwater,hand pump,2011,7,185,5.25227342804663,2.0
8909,57770,2013-02-18 00:00:00,1272.0,30.11,-4.50352363,Lake Tanganyika,1,Water authority,2002.0,gravity,water board,monthly,soft,enough,unknown,unknown,communal standpipe,2013,2,777,6.111467339502679,11.0
8910,35802,2011-03-17 00:00:00,287.6875,38.69,-6.68464346,Wami / Ruvu,0,Company,2011.0,submersible,private operator,per bucket,soft,enough,river,surface,communal standpipe,2011,3,73,4.110873864173311,0.0
8911,5807,2013-01-22 00:00:00,1655.0,34.84,-4.88781623,Internal,1,WUG,2003.0,other,wug,never pay,coloured,dry,shallow well,groundwater,other,2013,1,750,3.9889840465642745,10.0
8912,29766,2013-03-13 00:00:00,1666.0,36.74,-3.32808712,Pangani,1,VWC,2007.0,gravity,vwc,never pay,soft,enough,spring,groundwater,communal standpipe,2013,3,800,5.303304908059076,6.0
8913,69039,2011-07-08 00:00:00,888.9166666666666,31.78,-1.30270169,Lake Victoria,1,VWC,1997.0,other,vwc,never pay,soft,insufficient,shallow well,groundwater,other,2011,7,186,5.5254529391317835,14.0
8914,25933,2011-04-20 00:00:00,995.150334161099,32.85,-9.20556808,Lake Rukwa,1,VWC,1996.0,handpump,vwc,never pay,soft,enough,shallow well,groundwater,hand pump,2011,4,107,5.5254529391317835,15.0
8915,71281,2011-03-19 00:00:00,307.0,36.35,-8.79102125,Rufiji,1,Water Board,1995.0,gravity,wug,monthly,soft,enough,river,surface,communal standpipe,2011,3,75,4.912654885736052,16.0
8916,66591,2011-03-10 00:00:00,682.26668829102,36.46,-6.34202672,Wami / Ruvu,1,VWC,1997.0,submersible,vwc,monthly,soft,enough,spring,groundwater,communal standpipe,2011,3,66,5.017279836814924,14.0
8917,44836,2011-03-25 00:00:00,-16.0,38.99,-6.47870859,Wami / Ruvu,1,Company,1990.0,submersible,vwc,monthly,soft,enough,river,surface,communal standpipe,2011,3,81,0.6931471805599453,21.0
8918,70648,2013-01-23 00:00:00,79.0,39.41,-10.27589722,Ruvuma / Southern Coast,0,VWC,2006.0,handpump,vwc,per bucket,soft,enough,machine dbh,groundwater,hand pump,2013,1,751,6.171700597410915,7.0
8919,24112,2013-03-23 00:00:00,1199.0,37.54,-3.30765669,Pangani,0,VWC,1972.0,gravity,vwc,never pay,soft,insufficient,spring,groundwater,other,2013,3,810,3.713572066704308,41.0
8920,53139,2012-10-05 00:00:00,922.9549999176426,33.54,-3.64109452,Internal,1,WUG,1991.0,handpump,wug,per bucket,salty,enough,shallow well,groundwater,hand pump,2012,10,641,5.303304908059076,21.0
8921,16115,2013-03-13 00:00:00,-25.0,39.36,-6.86206429,Wami / Ruvu,1,WUG,2000.0,submersible,wug,per bucket,salty,enough,machine dbh,groundwater,communal standpipe,2013,3,800,5.017279836814924,13.0
8922,12360,2011-04-13 00:00:00,872.0,33.02,-9.00778244,Lake Rukwa,1,VWC,1992.0,handpump,vwc,on failure,soft,enough,shallow well,groundwater,hand pump,2011,4,100,5.707110264748875,19.0
8923,10119,2011-08-11 00:00:00,811.0,31.82,-7.85710672,Lake Rukwa,1,VWC,1983.0,gravity,vwc,never pay,soft,enough,spring,groundwater,communal standpipe,2011,8,220,5.602118820879701,28.0
8924,6607,2013-02-22 00:00:00,1554.0,37.66,-3.71579033,Pangani,1,WUA,2012.0,gravity,wua,monthly,soft,enough,spring,groundwater,communal standpipe,2013,2,781,5.860786223465865,1.0
8925,17198,2012-10-20 00:00:00,1075.190476190476,32.91,-4.19835744,Lake Tanganyika,0,VWC,2006.0,submersible,vwc,never pay,soft,enough,dam,surface,communal standpipe multiple,2012,10,656,6.2166061010848646,6.0
8926,57604,2011-07-18 00:00:00,1749.0,31.53,-8.24391145,Lake Tanganyika,1,VWC,1984.0,gravity,vwc,on failure,soft,insufficient,river,surface,communal standpipe,2011,7,196,4.795790545596741,27.0
8927,15591,2013-02-24 00:00:00,1533.0,37.23,-3.19399976,Pangani,1,Water Board,2008.0,gravity,water board,per bucket,soft,enough,spring,groundwater,communal standpipe,2013,2,783,3.9318256327243257,5.0
8928,35030,2011-08-08 00:00:00,1177.8333333333333,33.17,-2.65855893,Lake Victoria,1,VWC,2006.0,other,vwc,never pay,unknown,unknown,shallow well,groundwater,other,2011,8,217,5.934894195619588,5.0
8929,1602,2011-02-27 00:00:00,436.0,37.14,-6.78603539,Wami / Ruvu,1,WUG,2010.0,handpump,wug,never pay,salty,enough,shallow well,groundwater,hand pump,2011,2,55,4.61512051684126,1.0
8930,44175,2011-04-04 00:00:00,1122.6666666666667,36.0,-6.21259187,Wami / Ruvu,1,VWC,1978.0,handpump,vwc,never pay,salty,enough,shallow well,groundwater,hand pump,2011,4,91,4.04305126783455,33.0
8931,34772,2013-04-04 00:00:00,1415.0,36.68,-3.35249577,Pangani,1,VWC,2000.0,gravity,vwc,per bucket,soft,insufficient,spring,groundwater,communal standpipe,2013,4,822,5.303304908059076,13.0
8932,60568,2011-07-07 00:00:00,1241.9072727272726,33.63,-9.32785317,Lake Nyasa,1,VWC,1990.0,gravity,vwc,never pay,soft,insufficient,spring,groundwater,communal standpipe,2011,7,185,6.054439346269371,21.0
8933,30334,2011-03-11 00:00:00,455.98724202626687,36.32,-6.101817400000002,Wami / Ruvu,1,VWC,1974.0,submersible,vwc,never pay,salty,enough,machine dbh,groundwater,communal standpipe multiple,2011,3,67,0.6931471805599453,37.0
8934,46063,2013-02-04 00:00:00,1666.0,36.68,-3.30566231,Pangani,1,VWC,2012.0,submersible,vwc,never pay,soft,enough,machine dbh,groundwater,communal standpipe,2013,2,763,5.707110264748875,1.0
8935,68082,2013-02-23 00:00:00,1362.0,34.65,-1.62852728,Lake Victoria,1,Other,1998.0,gravity,other,unknown,soft,seasonal,rainwater harvesting,surface,communal standpipe,2013,2,782,7.1276936993473985,15.0
8936,51738,2013-04-03 00:00:00,1136.0,36.98,-3.35230985,Pangani,1,VWC,2002.0,gravity,vwc,unknown,soft,insufficient,river,surface,communal standpipe,2013,4,821,4.948759890378168,11.0
8937,263,2011-07-29 00:00:00,1540.0,31.79,-1.25072175,Lake Victoria,1,VWC,1990.0,gravity,vwc,never pay,soft,enough,spring,groundwater,improved spring,2011,7,207,5.020585624949423,21.0
8938,34532,2011-03-26 00:00:00,600.2777777777778,32.93,-9.30308389,Lake Nyasa,1,VWC,1991.0,handpump,vwc,unknown,salty,enough,machine dbh,groundwater,hand pump,2011,3,82,5.448890225027411,20.0
8939,18645,2013-11-03 00:00:00,658.0,37.94,-4.12618386,Pangani,1,Water authority,2011.0,gravity,water authority,monthly,soft,enough,river,surface,communal standpipe,2013,11,1035,4.795790545596741,2.0
8940,1137,2011-03-18 00:00:00,-4.0,38.89,-6.45225294,Wami / Ruvu,0,Private operator,2007.0,submersible,private operator,per bucket,soft,enough,machine dbh,groundwater,communal standpipe,2011,3,74,3.044522437723423,4.0
8941,8187,2012-10-12 00:00:00,876.75,33.86,-3.33757747,Internal,1,WUG,1987.0,handpump,wug,other,soft,enough,shallow well,groundwater,hand pump,2012,10,648,3.9318256327243257,25.0
8942,59135,2012-10-30 00:00:00,1240.0,33.72,-1.54358493,Lake Victoria,0,Parastatal,2007.0,gravity,parastatal,per bucket,soft,enough,lake,surface,communal standpipe multiple,2012,10,666,6.111467339502679,5.0
8943,23404,2011-03-12 00:00:00,1821.0,38.24,-4.5612496,Pangani,1,VWC,1978.0,gravity,vwc,monthly,soft,enough,spring,groundwater,communal standpipe,2011,3,68,0.6931471805599453,33.0
8944,33150,2011-07-18 00:00:00,1125.0,31.23,-6.34850934,Lake Rukwa,0,Trust,1975.0,gravity,trust,never pay,soft,enough,spring,groundwater,communal standpipe,2011,7,196,5.707110264748875,36.0
8945,18511,2011-03-28 00:00:00,1252.0,38.34,-4.9028378,Pangani,1,VWC,1972.0,gravity,vwc,never pay,soft,enough,spring,groundwater,communal standpipe,2011,3,84,0.6931471805599453,39.0
8946,73329,2013-07-03 00:00:00,994.0,37.13,-3.30469591,Pangani,1,Water Board,1999.0,gravity,water board,per bucket,soft,enough,spring,groundwater,communal standpipe,2013,7,912,4.330733340286331,14.0
8947,73192,2011-02-28 00:00:00,1678.0,34.93,-9.01565778,Rufiji,1,VWC,2008.0,gravity,vwc,monthly,soft,enough,spring,groundwater,communal standpipe,2011,2,56,3.713572066704308,3.0
8948,67741,2013-02-11 00:00:00,1290.0,30.13,-4.24776622,Lake Tanganyika,1,Water authority,2004.0,gravity,vwc,never pay,soft,enough,rainwater harvesting,surface,communal standpipe,2013,2,770,5.5254529391317835,9.0
8949,43292,2013-02-19 00:00:00,1286.0,30.22,-4.49774336,Lake Tanganyika,1,Water authority,1988.0,gravity,water board,per bucket,soft,enough,river,surface,communal standpipe,2013,2,778,5.831882477283517,25.0
8950,72788,2013-03-20 00:00:00,1270.0,36.74,-3.43375808,Pangani,1,VWC,2000.0,gravity,vwc,never pay,soft,insufficient,spring,groundwater,communal standpipe,2013,3,807,5.017279836814924,13.0
8951,61551,2013-01-20 00:00:00,1167.0,33.35,-2.15766323,Lake Victoria,0,Parastatal,2009.0,gravity,parastatal,unknown,soft,seasonal,rainwater harvesting,surface,communal standpipe,2013,1,748,6.582025138892826,4.0
8952,17789,2012-10-22 00:00:00,1195.0,34.04,-1.16199736,Lake Victoria,1,Private operator,1991.0,submersible,vwc,per bucket,soft,enough,lake,surface,communal standpipe,2012,10,658,5.993961427306569,21.0
8953,40009,2011-07-28 00:00:00,1665.0,31.17,-7.85165336,Lake Rukwa,1,VWC,1982.0,gravity,vwc,annually,soft,enough,river,surface,communal standpipe,2011,7,206,5.017279836814924,29.0
8954,33599,2011-03-25 00:00:00,2125.0,34.06,-9.33461481,Lake Nyasa,1,WUA,1990.0,gravity,wua,monthly,soft,enough,spring,groundwater,communal standpipe,2011,3,81,5.017279836814924,21.0
8955,18995,2011-07-08 00:00:00,1254.2380952380952,31.44,-1.54086002,Lake Victoria,1,VWC,1999.0,other,vwc,never pay,soft,insufficient,shallow well,groundwater,hand pump,2011,7,186,4.33729074083249,12.0
8956,42047,2012-11-03 00:00:00,588.5037483151342,35.92,-6.389516897362559,Lake Victoria,1,other,2000.0,handpump,vwc,on failure,salty,insufficient,shallow well,groundwater,hand pump,2012,11,670,5.303304908059076,12.0
8957,67141,2011-04-12 00:00:00,876.0915770122174,34.06,-8.83746626,Rufiji,1,VWC,1997.0,gravity,vwc,monthly,soft,insufficient,river,surface,communal standpipe,2011,4,99,4.912654885736052,14.0
8958,1661,2011-03-23 00:00:00,2014.0,35.39,-8.45443448,Rufiji,1,VWC,2000.0,handpump,vwc,never pay,soft,enough,shallow well,groundwater,hand pump,2011,3,79,5.303304908059076,11.0
8959,54893,2011-07-26 00:00:00,1188.546436603667,31.54,-1.78623551,Lake Victoria,1,VWC,1997.0,submersible,vwc,never pay,soft,enough,spring,groundwater,communal standpipe,2011,7,204,5.777652323222656,14.0
8960,46857,2012-10-23 00:00:00,818.5,33.52,-3.31377505,Internal,1,WUG,1990.0,handpump,wug,unknown,soft,enough,shallow well,groundwater,hand pump,2012,10,659,8.329899292995725,22.0
8961,47355,2013-06-03 00:00:00,1651.0,37.15,-3.18372961,Pangani,1,Water Board,1999.0,gravity,water board,per bucket,soft,enough,spring,groundwater,communal standpipe,2013,6,882,4.02535169073515,14.0
8962,71793,2011-03-17 00:00:00,107.0,38.93,-6.80253206,Wami / Ruvu,1,Water authority,2008.0,submersible,vwc,never pay,salty,enough,machine dbh,groundwater,other,2011,3,73,0.6931471805599453,3.0
8963,43387,2013-02-03 00:00:00,1350.0,34.63,-4.55951709,Internal,1,VWC,2004.0,handpump,vwc,on failure,soft,enough,machine dbh,groundwater,hand pump,2013,2,762,6.530877627725885,9.0
8964,44743,2011-02-18 00:00:00,66.0,39.2,-7.11886733,Wami / Ruvu,1,VWC,2010.0,other,vwc,never pay,salty,enough,machine dbh,groundwater,other,2011,2,46,8.472823243680297,1.0
8965,33357,2011-02-28 00:00:00,1815.0,34.81,-9.65996574,Lake Nyasa,1,WUA,2005.0,gravity,wua,annually,soft,enough,spring,groundwater,communal standpipe,2011,2,56,3.4339872044851463,6.0
8966,21868,2013-03-17 00:00:00,1259.0,36.72,-3.43122965,Pangani,0,Water Board,2000.0,gravity,water board,never pay,soft,insufficient,spring,groundwater,communal standpipe,2013,3,804,6.836259277277067,13.0
8967,29768,2013-03-17 00:00:00,1068.0,36.1,-3.55352985,Internal,1,WUA,2000.0,submersible,wua,per bucket,soft,insufficient,machine dbh,groundwater,communal standpipe,2013,3,804,0.6931471805599453,13.0
8968,42053,2011-04-04 00:00:00,1161.0,38.31,-4.8540819000000015,Pangani,1,VWC,1981.0,gravity,vwc,never pay,soft,enough,spring,groundwater,communal standpipe,2011,4,91,0.6931471805599453,30.0
8969,26585,2011-07-09 00:00:00,1254.2380952380952,31.45,-1.53977296,Lake Victoria,1,VWC,1999.0,gravity,vwc,never pay,soft,insufficient,spring,groundwater,communal standpipe,2011,7,187,4.33729074083249,12.0
8970,41862,2011-03-10 00:00:00,1693.0,34.96,-8.51013249,Rufiji,1,VWC,2000.0,handpump,vwc,never pay,soft,enough,shallow well,groundwater,hand pump,2011,3,66,4.875197323201151,11.0
8971,37361,2013-01-18 00:00:00,1283.0,30.48,-5.61332816,Lake Tanganyika,1,VWC,1980.0,gravity,vwc,monthly,soft,enough,spring,groundwater,communal standpipe,2013,1,746,3.044522437723423,33.0
8972,41897,2012-10-03 00:00:00,709.1666666666666,32.8,-3.87706111,Internal,1,other,2010.0,other,unknown,unknown,unknown,unknown,machine dbh,groundwater,other,2012,10,639,6.249975242259483,2.0
8973,42244,2011-04-18 00:00:00,1695.9166666666667,33.8,-9.27098516,Lake Nyasa,1,VWC,2008.0,gravity,vwc,unknown,soft,insufficient,spring,groundwater,communal standpipe,2011,4,105,3.9318256327243257,3.0
8974,55338,2012-10-12 00:00:00,1342.5,32.97,-3.7253555,Internal,1,VWC,1987.0,other,vwc,never pay,soft,enough,machine dbh,groundwater,other,2012,10,648,5.017279836814924,25.0
8975,3315,2013-01-24 00:00:00,375.0,38.67,-10.27234885,Ruvuma / Southern Coast,1,VWC,1988.0,other,vwc,never pay,salty,enough,shallow well,groundwater,other,2013,1,752,5.8888779583328805,25.0
8976,62411,2011-03-21 00:00:00,308.0,37.0,-7.59904076,Rufiji,1,VWC,2011.0,gravity,wug,on failure,soft,enough,river,surface,other,2011,3,77,5.017279836814924,0.0
8977,44380,2013-02-24 00:00:00,1451.2857142857144,33.59,-3.14068486,Lake Victoria,1,WUG,2004.0,handpump,wug,never pay,soft,seasonal,shallow well,groundwater,hand pump,2013,2,783,5.389071729816501,9.0
8978,67518,2011-02-26 00:00:00,1928.0,34.23,-9.36876331,Lake Nyasa,1,VWC,2000.0,gravity,vwc,never pay,soft,insufficient,spring,groundwater,communal standpipe,2011,2,54,5.017279836814924,11.0
8979,14299,2013-03-23 00:00:00,17.0,39.18,-6.90469482,Wami / Ruvu,1,Private operator,2000.0,submersible,private operator,per bucket,soft,enough,machine dbh,groundwater,communal standpipe,2013,3,810,4.61512051684126,13.0
8980,49562,2011-03-15 00:00:00,1529.0,34.86,-10.05193317,Lake Nyasa,1,VWC,2007.0,gravity,vwc,never pay,soft,enough,spring,groundwater,communal standpipe,2011,3,71,4.663439094112067,4.0
8981,56390,2011-03-15 00:00:00,1757.0,34.81,-8.978717300000003,Rufiji,1,VWC,2008.0,rope pump,vwc,never pay,soft,dry,hand dtw,groundwater,hand pump,2011,3,71,3.58351893845611,3.0
8982,6721,2013-02-11 00:00:00,1470.0,34.41,-4.40115282,Internal,1,VWC,2004.0,handpump,vwc,monthly,soft,enough,machine dbh,groundwater,hand pump,2013,2,770,6.07073772800249,9.0
8983,45466,2012-10-22 00:00:00,973.7553808251495,32.29,-3.44083521,Lake Tanganyika,1,VWC,1992.0,other,vwc,unknown,soft,dry,shallow well,groundwater,other,2012,10,658,5.303304908059076,20.0
8984,34430,2011-03-08 00:00:00,1355.0,35.95,-7.61066635,Rufiji,1,VWC,2000.0,other,vwc,never pay,soft,enough,machine dbh,groundwater,hand pump,2011,3,64,6.68586094706836,11.0
8985,25314,2013-03-15 00:00:00,971.0,35.86,-3.34190377,Internal,0,WUA,2000.0,gravity,wua,never pay,soft,enough,spring,groundwater,communal standpipe,2013,3,802,0.6931471805599453,13.0
8986,14119,2011-03-03 00:00:00,-17.0,38.81,-8.0061301,Rufiji,1,VWC,2008.0,other,vwc,never pay,soft,enough,machine dbh,groundwater,other,2011,3,59,0.6931471805599453,3.0
8987,8218,2011-07-31 00:00:00,1676.344827586207,30.72,-1.30657797,Lake Victoria,1,WUG,2006.0,gravity,vwc,never pay,soft,enough,spring,groundwater,communal standpipe,2011,7,209,3.912023005428146,5.0
8988,58826,2013-01-23 00:00:00,1274.9747648035418,32.73,-4.12655221,Lake Tanganyika,0,VWC,1989.0,handpump,vwc,never pay,soft,enough,shallow well,groundwater,hand pump,2013,1,751,4.61512051684126,24.0
8989,3347,2013-12-02 00:00:00,1340.0,37.99,-4.38300289,Pangani,1,VWC,2009.0,handpump,vwc,never pay,coloured,enough,shallow well,groundwater,hand pump,2013,12,1064,6.150602768446279,4.0
8990,65209,2011-08-11 00:00:00,941.8826164874553,32.94,-8.82239384,Lake Rukwa,0,VWC,2004.0,handpump,vwc,on failure,soft,insufficient,shallow well,groundwater,hand pump,2011,8,220,4.394449154672439,7.0
8991,15149,2013-03-14 00:00:00,1364.0,36.67,-3.37174683,Pangani,0,Water Board,2000.0,submersible,water board,per bucket,soft,insufficient,machine dbh,groundwater,communal standpipe,2013,3,801,0.6931471805599453,13.0
8992,58611,2011-03-20 00:00:00,455.98724202626687,36.73,-6.08189731,Wami / Ruvu,1,VWC,1974.0,motorpump,vwc,per bucket,salty,dry,machine dbh,groundwater,communal standpipe multiple,2011,3,76,0.6931471805599453,37.0
8993,48750,2012-10-22 00:00:00,1196.0,34.04,-1.10608004,Lake Victoria,1,VWC,1972.0,submersible,vwc,per bucket,soft,enough,lake,surface,communal standpipe multiple,2012,10,658,6.111467339502679,40.0
8994,35674,2013-01-25 00:00:00,231.0,38.68,-9.18339837,Ruvuma / Southern Coast,1,other,1981.0,handpump,vwc,unknown,salty,enough,shallow well,groundwater,hand pump,2013,1,753,5.8888779583328805,32.0
8995,41961,2011-04-20 00:00:00,1584.0,35.3,-9.38604046,Rufiji,1,VWC,1974.0,gravity,vwc,per bucket,soft,dry,spring,groundwater,communal standpipe,2011,4,107,3.9889840465642745,37.0
8996,48812,2013-07-03 00:00:00,739.0,35.45,-11.19438842,Ruvuma / Southern Coast,1,VWC,1988.0,handpump,vwc,on failure,soft,dry,shallow well,groundwater,hand pump,2013,7,912,5.170483995038151,25.0
8997,60551,2013-02-03 00:00:00,1508.0,29.83,-4.53160861,Lake Tanganyika,1,Water authority,2001.0,gravity,water board,monthly,soft,enough,river,surface,communal standpipe multiple,2013,2,762,6.523562306149512,12.0
8998,42318,2013-02-23 00:00:00,1493.7755102040815,33.5,-3.03956033,Lake Victoria,1,WUG,2004.0,handpump,wug,never pay,soft,enough,shallow well,groundwater,hand pump,2013,2,782,5.389071729816501,9.0
8999,17295,2011-03-29 00:00:00,1139.0,36.94,-6.08639346,Wami / Ruvu,1,VWC,2009.0,gravity,vwc,per bucket,soft,enough,spring,groundwater,communal standpipe,2011,3,85,5.5254529391317835,2.0
9000,3024,2013-01-29 00:00:00,1352.1329787234042,33.17,-3.910799436,Lake Victoria,0,WUG,2001.0,handpump,wug,never pay,soft,insufficient,shallow well,groundwater,hand pump,2013,1,757,6.2166061010848646,12.0
9001,31612,2011-03-20 00:00:00,203.0,38.76,-5.23604281,Pangani,1,VWC,1983.0,handpump,vwc,never pay,salty,seasonal,shallow well,groundwater,hand pump,2011,3,76,6.621405651764134,28.0
9002,19598,2011-04-21 00:00:00,1029.0,33.69,-9.23468037,Lake Nyasa,1,VWC,1984.0,gravity,vwc,unknown,soft,enough,spring,groundwater,communal standpipe,2011,4,108,5.288267030694535,27.0
9003,71357,2013-01-22 00:00:00,1172.0,30.27,-4.61410775,Lake Tanganyika,1,Water authority,1978.0,gravity,vwc,on failure,soft,enough,spring,groundwater,communal standpipe,2013,1,750,5.5254529391317835,35.0
9004,56135,2013-01-20 00:00:00,237.0,39.02,-10.40514559,Ruvuma / Southern Coast,1,VWC,2006.0,handpump,vwc,per bucket,salty,enough,machine dbh,groundwater,hand pump,2013,1,748,6.523562306149512,7.0
9005,64604,2011-07-11 00:00:00,1545.6296296296296,30.62,-2.51091275,Lake Victoria,1,VWC,2009.0,gravity,vwc,never pay,soft,enough,spring,groundwater,communal standpipe,2011,7,189,4.983606621708336,2.0
9006,25672,2013-05-03 00:00:00,1190.0,37.45,-3.34136133,Pangani,1,Water Board,2008.0,gravity,water board,per bucket,soft,enough,spring,groundwater,communal standpipe,2013,5,851,2.772588722239781,5.0
9007,44392,2011-07-04 00:00:00,1686.0,34.64,-9.09667537,Rufiji,1,WUA,1978.0,gravity,wua,monthly,soft,enough,river,surface,communal standpipe,2011,7,182,4.04305126783455,33.0
9008,48738,2011-03-09 00:00:00,332.0,37.69,-6.16144192,Wami / Ruvu,1,VWC,1980.0,other,vwc,never pay,soft,insufficient,shallow well,groundwater,other,2011,3,65,2.3978952727983707,31.0
9009,58474,2011-08-07 00:00:00,810.0,32.91,-2.84926165,Lake Victoria,1,VWC,1971.0,handpump,vwc,never pay,soft,enough,machine dbh,groundwater,hand pump,2011,8,216,5.860786223465865,40.0
9010,37377,2011-04-12 00:00:00,1662.473220174251,33.73,-8.97004592,Rufiji,0,VWC,1997.0,gravity,wug,on failure,soft,enough,river,surface,communal standpipe,2011,4,99,4.394449154672439,14.0
9011,40319,2011-03-10 00:00:00,1713.0,34.96,-8.49911614,Rufiji,0,VWC,2000.0,handpump,vwc,never pay,soft,enough,shallow well,groundwater,hand pump,2011,3,66,4.875197323201151,11.0
9012,38029,2013-02-04 00:00:00,1397.0,30.82,-3.04374008,Lake Tanganyika,1,VWC,1993.0,gravity,vwc,unknown,soft,enough,spring,groundwater,communal standpipe,2013,2,763,5.017279836814924,20.0
9013,53170,2011-07-19 00:00:00,2113.0,33.79,-9.14667805,Lake Nyasa,1,VWC,1989.0,gravity,vwc,never pay,soft,enough,river,surface,communal standpipe,2011,7,197,5.017279836814924,22.0
9014,50190,2011-03-23 00:00:00,510.0,37.62,-6.83573969,Wami / Ruvu,1,VWC,2000.0,handpump,vwc,per bucket,salty,enough,shallow well,groundwater,hand pump,2011,3,79,4.875197323201151,11.0
9015,66802,2012-10-25 00:00:00,1195.0,33.89,-1.25296963,Lake Victoria,1,VWC,1985.0,submersible,vwc,unknown,soft,enough,lake,surface,communal standpipe multiple,2012,10,661,6.111467339502679,27.0
9016,74030,2011-02-25 00:00:00,1711.0,35.38,-7.96423496,Rufiji,1,VWC,1983.0,gravity,vwc,annually,soft,enough,spring,groundwater,communal standpipe,2011,2,53,6.85751406254539,28.0
9017,14612,2011-08-23 00:00:00,761.2063492063492,36.19,-6.530425752083335,Lake Victoria,1,VWC,2000.0,other,vwc,never pay,soft,insufficient,rainwater harvesting,surface,communal standpipe,2011,8,232,5.017279836814924,11.0
9018,39928,2011-03-08 00:00:00,300.0,35.89,-8.60638023,Rufiji,1,other,2005.0,other,vwc,never pay,soft,insufficient,shallow well,groundwater,other,2011,3,64,5.707110264748875,6.0
9019,7471,2011-07-08 00:00:00,1339.0,30.56,-2.63793849,Lake Victoria,0,Parastatal,1970.0,handpump,parastatal,never pay,coloured,insufficient,river,surface,communal standpipe,2011,7,186,5.484796933490655,41.0
9020,48430,2011-08-18 00:00:00,1544.0,32.05,-8.576642,Lake Rukwa,1,VWC,1978.0,gravity,vwc,never pay,soft,dry,river,surface,other,2011,8,227,5.5254529391317835,33.0
9021,34984,2013-02-26 00:00:00,1568.0,37.6,-3.0398242000000004,Internal,1,Company,2008.0,gravity,company,monthly,soft,insufficient,spring,groundwater,communal standpipe,2013,2,785,0.6931471805599453,5.0
9022,8786,2013-02-22 00:00:00,460.0,37.83,-10.59814469,Ruvuma / Southern Coast,0,VWC,1998.0,handpump,vwc,never pay,soft,insufficient,machine dbh,groundwater,hand pump,2013,2,781,0.6931471805599453,15.0
